context_id,context_note
3309,"Set into the yellow clay within House 1, situated just north east of wall 2004. Does not have a cut as such, just simply stained the clay surface. Probably as the result of a single short burning episode. Localised."
3310,"Black grey charcoal, friable charcoal.  Contains 35-70% angular to sub rounded stones of 6mm-6cm. 127cm x 96cm. Vague edge definition"
3310,Charcoal stain is very significant stratigraphically as it reveals that gravel spread (1254) overlies the hearth pit and another gravel surface that 3310 staining has formed on. Hence hearth pit was in use between the two gravel depositions.
3310,Charcoal stain of hearth pit [3302]
3311,"Overlies demolition layer (3312). In the immediate vicinity of north wall of House 1. One of the upper yellow clay spreads north west of House 1, maybe to level the ground or cover up the demolition layer."
3311,Yellow brown tenacious clay containing 10% sub angular gravel of 2-6cm. 4cm x 100cm x 150cm Trowelled in dry conditions Clear edge definition
3311,Yellow clay spread
3312,"Dark brown friable silty clay. Contains 5% flint nodules, 35% sub rounded stones of 2-6cm,  and 10% CBM flecks. 2cm x 200cm x 150cm."
3312,Demolition spread
3312,Underlies clay spread 3311. In the immediate proximity of north wall of House 1 (1154) and lies to south of wall 1664
3313,Probable levelling deposit
3313,"Probably dumped in this area as a levelling deposit for the construction of the buildings in particular, House 1. Probably the same as other yellow clays within House 1 and (3374) or (3375) to the south of House 1. (3313) is the same as (3049), (3048) and (4111) further to the NE. <BR>Plan no: 2.21, 3.36, 3.37, 3.39, 3.45, 3.49, 3.97,&nbsp;4.10, 4.43&nbsp; {}"
3313,Yellow pliable silty clay which turns into mid yellowish grey when wet.  Extent: up to 7m from House 1 wall 1151 northwards Measures between 5 and 25cm thick
3316,"Dark brown, friable clay, loose containing 20% sub angular gravel pebbles of 6mm-6cm and 5% CBM flecks. Clear edge definition"
3316,Fill of post-hole [3325].
3316,Set into clay (1472).
3317,(3317) is the context number given to a dark spread before it was revealed that it was overlain by (3634) and it did not have full extent. It was re-numbered later as (3633) when the deposit's full extent was reveal and it was able to be excavated. For full extent of this deposit see plans for (3633).
3317,Dark spread
3317,"Mid/dark greyish brown, weakly cemented silty clay. Inclusions: 15% with charcoal flecks and CBM flakes Stones: 15-35% (A) (S-A) (2-6mm) (6-20mm) (6-20cm) Depth: c. 10cm"
3318,Dark brown deposit containing 70% sub rounded CBM of 2-6cm. 4cm thick x 80cm x 70cm.
3318,Sits on top of yellow clay (2340) NW of House 1. A single episode of CBM dump.
3318,Very localised CBM spread
3320,Complete pot and contents in pit [3321]
3320,Deliberate pot deposit covered with fill (3308). Silchester Ware vessel. Some bone visible inside the pot as well as in the surrounding fill.
3321,"Cut into the corner of room 5, House 1. Cuts into (1818) yellow clay surface. Slightly elongated in shape with pot sitting in the deepest end towards the corner of the building. Shown on section 307"
3321,"Cut of pit containing (3320) and (3308), room 5, house 1."
3321,Roughly round without corners. 88cm x 62cm x 26cm deep. Fairly steep sides with medium break of slope and circular base.
3322,"Dark greyish brown, friable, clay silt containing 5-15% angular to sub angular flint nodules of 2-6cm. 25cm x 51cm x 40cm Vague edge definition"
3322,Fill of post-hole [3332]
3322,Overlain by shallow spread (3303). identified whilst excavating 3303. Dug in plan not in section. Contained flint nodules which could have been the remains of packing.
3324,"Fill of posthole [3602] above fill (3607). As all flints were found in this context (3324), it is feasible that this deposit represents packing material for the posthole. Plan no: 1.07 Section no: 356"
3324,Possible post-hole
3324,"Yellowish grey, friable clayey silt Clear-vague edge definition Inclusions: Gravel pebbles 15-35% (S-A) (S-R)  (6-20mm) (2-6cm) Width: 68cm   Depth: 45cm"
3325,Circular without corners and measuring 22cm x 33cm deep. Sharp breaks of slope with vertical sides and slightly concave base.
3325,Cut for post-hole containing (3316)
3325,Has only one fill (3316). Cuts into upper clay spread (1472)
3326,"Dark greyish brown, friable clayey silt with pea gravel. Contains 15-35% angular to sub rounded stones. Measurs 5cm thick and visible only within the exploratory trench. Trench measureed 100cm x 65cm."
3326,Thin layer of gravel underlying (2340) and (1165)
3326,Under the wall and discovered when an exploratory trench was put in through wall 1165. Section 309
3327,Brown friable clayey silt. Contains occasional sub rounded gravel pebbles of 2-6mm. Measures 3 cm thick and seen in extent of trench
3327,Observed in exploratory trench through wall 1165
3327,Thin layer of silt underlying (3326)
3328,"Brown, hard poorly sorted gravel. Measures 4cm thick and visible in exploratory trench."
3328,Gravel in trench across wall 1165
3328,Located beneath wall 1165 in exploratory trench. Section 309
3329,Dark silty clay in trench across wall 1165
3329,"Light greyish brown, friable loamy silt. Contains 15% sub angular to sub rounded gravel  of 2mm - 20mm. Measues 100cm x 63cm x 7cm thick Clear edge definition"
3329,Stretches across whole length and width of the slot. Overlain by yellow clay lense (3334)
3330,Dark brown friable silt containing no inclusions. Measures 3cm thick x 45cm x 50cm with clear edge definition
3330,Dark silt in trench across wall 1165
3330,Situated in south east corner of the slot underlying gravel (3329) and overlying gravel (3335). Not planned but shown on sketch plan
3331,Cut of beam slot containing (3305)
3331,Linear feature with rounded corners. Measures 18cm x 100cm x 10cm. Sharp breaks of slope mainly with steep sides mainly and slightly concave base. Good edge definition
3332,Cut for post-hole containing (3322)
3332,"Oval, slightly irregular measuring 51cm x 40cm x 25cm. Sharp breaks of slope with steep almost vertical sides and  slightly concave base. Good edge definition"
3332,Underlying dark spread (3303). North west of Victorian trench and south east of beam slot [3331] to which it might be related.
3334,Light orangy brown friable clay. Has no visible inclusions. measues 25cm x 16cm x 5cm thick. Clear edge definition
3334,"Trench to examine wall 1165. Sits below house clay (3048) in north aisel of House 1. Separeted from (3048) and underlying (3326), (3327) and (3328). Shown on section 309"
3334,Yellow clay lense visible in arbitrary trench
3335,Gravelly deposit
3335,"Mid greyish briwb, friable silty gravel containing 35-70% angular to sub rounded pebbles of 2mm - 6cm. Measues 64cm x 63cm x unknown thickness"
3335,"Visible in south east half of arbitrary trench through wall 1165. represents level to which arbirtrary slot was dug. Continues into the section towards the NE, SE and SW. Towards NW it edges onto dark charcoal rich deposit (3336)"
3336,At the base of the abritrary slot through wall 1165. Situated in the north-west half of the slot edging onto gravel (3335) and continuing onto the section towards the SW and NE. It is possibly a fill of an underlying feature cutting through gravel (3335). Not excavated or investigated as is out of phase and only visible within the slot.
3336,Dark greyish brown friable silty loam. Contains 5-15% sub angular to sub rounded stones of 2mm-20mm. Measures 63cm x 48cm.
3336,"Dark layer, unknown"
3343,Fill of post-hole [3344]
3343,Fill of shallow scoop (3344) situated within NW exterior of House 1.  Cut through the middle by post hole (3325)
3343,"mid greyish brown friable loamy silt measuring 0.10mm thick x 1.05m x 0.75m containing gravel pebbles, cbm flecks and 15-35% sub-angular and sub-rounded stones measuring 6mm-6cm.  Section number 325."
3344,Cut for post-hole containing (3343)
3344,Oval but irregular cut measuring 1.05 x 0.75m x 0.10m thick with shallow irregular sides leading to irregular flattish base.  Section number 325.
3344,"Shallow scoop at the immediate NW exterior of House 1, cutting through dark spread (1277) and yellow clay (2340).  Truncated through the middle by later posthole (3325)."
3345,Possible construction cut containing (3389)
3345,"Rectangular corners 6m x 2m  Depth: c.20cm Breaks of slope, sides and base not fully exposed in 2001 Base has a SW - NE orientation"
3345,Rectangular cut filled by gravel spread (3389) south of Room 7 in House 1. Shallow trench cut into clay (3375) aligning with SE face of wall 1160 and extending up to SW-NE beam slot/drip gully [3348] providing either a limit or more likey a sort of extension to Room 7 towards the SE. To be planned in 2002
3346,"Dark yellow brown, compact, smooth clayey silt containing 1-5% sub angular stones of 2mm - 6cm and also CBM, pot, nails, bone, charcoal and tesserae. 22cm wide x 10cm deep  Extends about 4m along E-W and curves southwards at it's east end Clear edge definition but poor on the west side"
3346,Fill of possible drip gully [3348]
3346,"This feature may constitute a decayed beam or a drip gully silting. It overlies a layer of gravel (3652) which is primary fill. The curve of this feature casts doubt on it being a beam slot.  In the 2002 season, it was confirmed that (3674) is part of (3346) and therefore [3987] is now part of [3348]. Plan no: 12.35, 12.36 Section no: 319"
3347,"Brown, friable silt containing 35-70% sub angular stones of 6mm - 6cm plus CBM, pottery and bone. 10cm thick x 80cm x 70cm. Clear edge definition"
3347,Fill of possible pit / post-hole
3347,South east of House 1 and south of beam slot [3348]. Very shallow so probably not structural.
3348,"Cut for beam slot containing (3346), (3674), (3652), (3675), (3669), (4015)"
3348,"Cut for beam slot or drip gully (although the former is now thought to be more likely since it's complete excavation). Runs parallel with wall 1746 and 1160 and thought to be a southern extent for the 'veranda' of House 1. Also is 5cm south of [3345] veranda cut and thought also to be contemporary with it. In 2002, it was found that [3987] is part of this cut and was re-planned encompassing [3987]. Plan no: 12.38, 12.39 (pre-full excavation). Re-planned and re-digitised in 2002 Plan no: 11.112, 12.84, 12.87, 14.75 Section no: 319"
3348,"Linear in plan running NE-SW in line/parallel with walls 1746 and 1160<BR>0.35m wide and 0.15m deep<BR>Both sides are roughly at 45 degrees <BR>Slightly concave - flat base orientated NE-SW<BR>Contains (3346), (3674), (3652), (3675), (3669), (4015)<BR>Difficult but reasonable edge definition  {}"
3349,Cut for shallow scoop containing (3347)
3349,Originally thought to be a post-hole but the shallowness suggests it is not structural.
3349,Sub circular / oval cut. 80cm x 70cm x 10cm deep Steep sides and more gradual at eastern edge. Very gradual breaks of slope and flat base.
3350,"Dark greyish brown, friable sandy silt containing 35-70% angular to rounded stones of 2mm - 6cm. Measures 5cm thick. Vague edge definition"
3350,Localised gravel spread
3350,"Located south east of Room7, House 1. Overlies mixed clay (3351). Single dump of material or localised levelling deposit."
3351,"Mixed clay deposit with significant amount of gravel and cbm inclusions, sitting on top of yellow clay surface (3375) within room 7, House 1, and also spreading towards SE exterior of the house.  Represents late make up layer or a rough exterior surface once this part of Hse 1goes out of use, as pits [1463] and [1571] have already been cut through."
3351,"Possible late make up layer of Room 7, House 1."
3351,yellowish brown friable clayey silt measuring 0.05m thick x 6m x 2.25m containing gravel and flecks of cbm (20%) and 15-35% sub angular to sub-rounded stones measuring 6mm - 6cm.
3353,"Brown, friable silt containing 35-70% sub angular to sub rounded stones of 6-20mm. Measures 70cm x 50cm x 8cm thick. Clear edge definition"
3353,Fill of shallow scoop [3355]
3353,No structural potential. Very shallow. Located north west of another shallow cut [3349]
3355,Cut for shallow scoop containing (3353)
3355,Initially thought to be a post-hole but then found to be too shallow. Shown on section 329
3355,"Regular oval shaped cut. Measures 70cm x 50cm x 8cm max depth. Sharp break of slope at the top and gradual at the bottom, vertical sides on the SE and gradually sloping elsewhere."
3360,Accumulation deposit
3360,"Light grey brown, hard friable silty clay. Contains 15-35% sub angular to sub rounded stones of 6mm - 6cm. 10cm thick and with clear edge definition"
