ID,PID,CONTEXT,TYPE,FILL_OF,EXMETHOD,DESCRIP,COMPSN,NOTES
1011,C1011,1947,C,0,,Possible post-hole in aisle of later building (H1).,"Sub-round, 78cm diameter x 24cm depth. Sharp break of slope at top, gradual at base with steep slopes and a flat base.",Contained CBM in base as possible post pad. Context has been completely excavated. Plan numbers 10.04
1012,C1012,1948,D,0,,Fill of very truncated pit [1949].,"Dark grey, silty sand, fine with occasional small angular stones. 70cm diameter x 10cm thick.",
1013,C1013,1949,D,0,Trowel,Possible post-hole cut filled by (1948).,"Sub-round, 70cm diamete x 10cm depth.  Sharp break of slope at top, gradual at base with irregular sides and base.","Shallow indentation in clay floor in aisle of House 1, later phase.  Could be severly truncated post-hole but more olikely to be discrepancy in excavation of floor, i.e.overcut.  Has not been removed."
1016,C1016,1952,D,0,,Roughly linear band of light brownish yellow clay.,"Light brown to yellow, hard, sandy clay containing 35-70&#037; gravel pebbles. 3-6cm thick x 212cm x 20-46cm wide. Trowelled in good conditions with clear edge definition.",Sitting on top of gravel surface in 14A.  Context has been completely removed.
1018,C1018,1954,D,0,,Greyish brown sandy silt spread on top of gravel and clay surface.,"Greyish brown, friable, sandy silt, 50-60&#037; gravel pebbles, sub-rounded to sub-angular and 6-20mm. 2-3cm thick x 170cm x 170cm. Clear edge definition.",Context has been completely removed.
1024,C1024,1960,D,0,,Band of clay at edge of Vict. trench (1003).,"Light brown, yellow, hard, silty clay. Contained 15-35&#037; stones and gravel pebbles. 5-10cm thick x 50cm x 30cm. Excavated by trowel in good conditions. clear edge definition.",Sits on top of gravel in immediate exterior of diagonal building.  Context has been completely removed.
1025,C1025,1961,D,0,,Clay make-up on NW side of Room 1.,"Mid yellowish brown, friable, silty clay containing 5-15&#037; sub angular to sub rounded gravel pebbles of 6-20mm. 11cm thick x 5.4m extent and with clear edge definition.",Probably the same layer as (2036) but relationship between the two contexts has been destroyed by trench [1095]. Has not been removed.
1031,C1031,1967,C,0,Trowel,Beam slot cut containing (1975),"Linear in plan, measuring 0.24m x 2.17m with a depth of 0.17-0.2m<BR>Break of slope (top): sharp;&nbsp;&nbsp; (base): gradual<BR>U-shaped profile with&nbsp;vertical though slightly concave sides and a flattish, irregular base<BR>Orientation: NW-SE <BR>Contains (1975)</P> {}","Beam slot cut, probably the same as [1973]. Strat below (1975), (1095). Cuts (1527). Truncated by [1095]. Part of group 5473.<BR>Plan no: 16.42</P> &nbsp;</P> {}"
1034,C1034,1970,D,0,,"Gravel foundation below wall (1168) on the SW edge of Room 3, House 1.","Mid yellowish brown, friable, silty clay containing 35-70&#037; sub angular to sub rounded gravel pebbles of 6mm-6cm. 70cm x 50cm box section with clear edge definition.",Not removed except for box section taken removing part of wall (1168).
1037,C1037,1973,C,0,,"Beam slot cut filled by (1976), part of house 1.",Linear 24cm x 18.5cm deep x 78cm long. Sharp break of slope at top but gradual at base. Slightly concave 70 degree sides and slightly concave base. Orientated NW-SE. Clear edge definition.,Probably associated with or the same as [1967]. Relationship between 2 features truncated by [1095]. Context has been completely excavated. Section 158 and plan number 16.43
1039,C1039,1975,F,0,Trowel,Fill of beam slot [1967].,"Dark brown 10YR 3/3, friable, sandy clay. Contained 35-70% stones and gravel pebbles, sub-rounded and 2mm 20mm.",Truncated by [1090] but probably the same as fill (1976). Context has been completely removed. For plan see 1967 (16.42). Section 152.
1040,C1040,1976,F,0,,Fill of beam slot [1973].,"Dark brown, 7.5YR 3/2, friable, sandy clay containing 35-70&#037; stones and gravel pebbles. Angular to sub-angular, 2mm-6cm and occasional chalk.  24xmx wide x 18.5cm deep x 65cm long. Excavated by trowelling in windy and dry conditions. Clear edge definition.",Truncated by [1095] but probably the same as (1975). Context has been completely removed. For plan see 1973 (16.43). Section 158.
1050,C1050,1986,D,0,,"Context in southern exterior of house 1,","Mid-yellow to grey friable, sandy clay containing 35-70&#037; gravel pebbles and some flints, sub-angular to sub-rounded and 2-6cm. 3-10cm thick. Trowelled in fine sunny conditions. Undefined edge definition.",Uneven topography - possible levelling medium.
1052,C1052,1988,D,0,,"Heat altered clay, part of 2036.","very dark greyish brown, compact, silty clay. Contained 5-15&#037; gravel pebbles, sub-angular and 2mm-20mm. 3cm thick x 46cm extent. excavated by trowel in overcast, windy, mild conditions. Mainly clear edge definition.",Context has been completely excavated.
1053,C1053,1989,D,0,Trowel,Light brown silt spread,"Light brown, very friable, sandy silt containing 15-25% pea gravel, sub round and 2-6mm. 5cm thick x 110cm x 130cm extent. Excavated by mattock and trowel in good conditions.",Covers possible pits and appears to a rich accumuulation deposit. Context has been completely removed.
1055,C1055,1991,C,0,Trowel,Shallow rectangular cut filled by (1934).,2.25m x 22cm depth. Sharp break of slope at top and gradual at base.  Vertical sides and irregular though flat base.  Orientated NE-SW.,Full shape is not defined as it has been truncated by 2 Victorian trenches [1091] and [1038].. Possibly connected to [1777] as poart of pit.  Context has been competeley removed. Plan number 21.07.
1059,C1059,1995,S,0,,Collapsed tile spread,No card,No card
1065,C1065,1156,D,0,Trowel,Small scattered section of wall along south-western end of House 1,,
1075,C1075,2001,D,0,Trowel,Bright orange clay deposit,"bright orange to brown, friable silty clay containing 5-15% sub angular to sub round gravel. 15cm thick x 390cm x 90cm in extent. Clear edge definition.",Spread of bright orange silty clay. Plan numbers 14.06 and 14.20
1078,C1078,2014,F,0,,Fill of post-hole [2027].,"Very dark greyish brown, friable, sandy clay contained 35-70&#037; flint gravel - 2-6cm, sub angular. 8cm diameter x 2cm deep. Trowelled in dry sunny conditions, poor edge definition.",Context has been completely removed.  Plan numbers 16.48 (pre-ex) and 16.50 (post-ex).
1082,C1082,2018,D,0,Trowel,Spread of homogenous material.,"Dark brown, friable, clayey silt. 15-35%, sub-angular to sub-rounded 2mm-20mm. 12cm thick x 210cm extent. Excavated by mattock and trowel in dry and windy conditions.",Spread cut by [1091] and [1038] but the same as (1926).  Context has been fully excavated.
1086,C1086,2022,D,4124,Trowel,"Wall dividing Room 4 into A and B, house 1 / exterior wall of SW House",3 courses of a wall constructed from unworked flints measuring on average 0.1m x 0.15 (lower course flints are 3-10cm) and unworked No visible mortar / fine gravel and grit material between the flints Direction of faces: NE-SW Dimensions: 4.30m x 0.53m;  Height: 0.17-0.34m Full profile only visible in section 469. Dug in 2003,"Upon excavation of robber trench [3708], it was shown that wall 2022 continued, meeting up with wall 1158 and eventually joining wall 1160. The wall was mostly robbed out, although parts of the lower course did remain, including enough to show a partial relationship with 1158. In 2003, 2022 was excavated and the construction cut was found to cut through ceramic tile construction 3284 suggesting that 3284 is earlier than 2022. Wall 2022 is an exterior wall of the SW House in the same building phase as 1158, 1160, 1153 and all of the other walls of the SW House. Strat below (1796) and (3382). Strat above [4124]. Similar to 1153.  Plan no: 10.05, 10.71, 11.111 Section no: 469"
1087,C1087,2023,D,0,Trowel,Levelling floor make-up,"Compact, mid-yellow sandy silty clay  Inclusions: 5-15% sub-rounded 6-20mm stones and 1-5% sub-rounded 2-6cm stones.  Extent: 6m x 3.9m; Thickness: 0.02-0.25m Clear edge definition Excavated in hot and sunny conditions.","Levelling floor make-up in Room 6 of House 1. Equivalent to clays (3375) and (1818) in Rooms 5 & 7. It represents a levelling horizon between two phases of construction. Cut by construction cut [3625] for wall 1187, but abutting earlier walls 1150, 1157 and 1163. Finds mostly deriving from the interface with underlying deposits. Strat below gravel floor surface (1768). Cut by [1384] and [3625]. Completely removed in 2003. Plan no: 2.09, 2.10, 11.19, 11.20 Section no: 451 Sampled for ET with the rest of the house in 2002 Spot Date: Later 1st century AD"
1089,C1089,2025,D,0,Trowel,Floor make-up in Room 7 of diagonal building,"Mixed gravels, crushed CBM and clay lenses",Needs excavating in 2000. Not excavated and given context number for planning.
1091,C1091,2027,C,0,Trowel,Small post-hole cut containing (2014).,Circular/oval in shape. 8cm diameter x 2cm deep. Gradual then vertical break of slope with flat base and vertical sides.,Contains very shallow post pipe.  Context has been fully excavated. Plan numbers 16.48 (pre-ex) and 16.50 (post-ex).
1093,C1093,2029,F,0,,Layer within possible well pre-dating re-cut clay lined pit [1021].,Not recorded because of flooding of feature during heavy rain.,Context has been partially removed.
1097,C1097,2004,S,4355,Trowel,Robbed out flint wall in Room 4 of house 1.,4 courses of a wall made up of unworked flints measuring on average 10-15cm - occasionally knapped to fit  Bonded by a sandy loam/degraded mortar Direction of faces: N-E and S-W  Dimensions: 4.4m x 0.44m; Height: 0.08m,"The wall is of a uniform nature with 4 courses as seen throughout House 1 in walls such as 1152 and 2124. In 2003, wall 2004 was revealed to be the partition wall between the NE room of the SW square house (formerly known as 4B) and the corridor to the SW of it. Same build as 1152 and 1158 and in fact, all the other walls of the square flint phase. The build is more narrow than the external walls and main interior load-bearing 1163, but shares the same depth and principles with small nodule footings for the bottom course. Not much mortar surviving, having degraded into sandy loam and gravel ballast. Not enough mortar to be sampled. Strat below (1788), (3678) and (4354). Strat above [4355]. Completely removed in 2003. Plan number 11.17 Section no: 500"
1098,C1098,2005,D,0,,Possible post-hole fill of [2127].,No card,No card. Must have been partially removed as has produced finds and cut is described as removed. See plans of cut 16.56 and section 154
1099,C1099,2006,F,0,,Shallow pit containing animal bone.,"Light brown with black flecks, friable, sandy silt. Contained 1-05&#037; animal bone. 20cm x 30cm x 10cm deep. Trowelled in dry conditions and with unclear edge definition.",Context has been completely removed.  Plan numbers are 15.19 (pre-ex).
1102,C1102,2009,D,0,,Gravel and CBM fragmented floor in Room 7 of diagonal building.,"Yellowish brown, friable and loose, clayey sand. Contained 35-70&#037; stones with gravel and CBM fragments, sub-rounded and 2-6cm in size. 500cm x 360cm x 5cm maximum thickness.",Context has been completely excavated.
1123,C1123,2124,D,4364,Trowel,"Sunk foundation of wall (1163), house 1.  It is the sunk foundation of 1152 NOT 1163. <SPAN CLASS='id'>[08/03/2001 ACLARKE]",5-6 courses of wall foundation constructed from unworked flints measuring 0.1-0.15m Direction of faces: NE-SW Dimensions: 0.7 long x 0.4m wide x 0.4m high.,"Foundations to wall 1163 - an Interior partition wall of the SW House. Associated with wall 2125. The main structure of 1163 has been robbed out, but the lowest course (footings) survive for the most of it's length below the impact of robber cut [1636]. Same build as associated square house phase walls  - 2125, 1163 1152. The footings are constructed of notably smaller flint nodules as observed in other walls of the square house. Wider than other interior walls suggesting it may have been load bearing. Cut by [1636]. Completely removed in 2003. Plan numbers: 2.51, 3.02 Section no: 514, 508, 496"
1124,C1124,2125,D,4364,Trowel,"Sunk foundation of wall (1163), house 1.",2-3 courses of wall foundation constructed from unworked flints measuring 0.1-0.15m Direction of faces: NE-SW Dimensions: 0.5 long x 0.4m wide x 0.3m high.,"Foundations to wall 1163 and possibly extending under wall 1152. Associated with wall 2124. The main structure of 1163 has been robbed out, but the lowest course (footings) survive for the most of it's length below the impact of robber cut [1636]. Same as walls 2124 and 1163. Same build as SW-NE orientated 1152. 2125 has been equalled as part of 1163 and is the same phase as all other walls of the SW House. Cut by [1636]. Completely removed in 2003. Plan 11.22 Section no: 514, 508, 496 Possibly extending under wall 1152. Associated with 2124."
