"REC_TYPE","FNO","TYPE","DETAILS"
"SF",3084,"C","<SPAN>COLEM C040665. Date in: 03-08-04. Date finished: 17-08-04. Condition: Various small areas of loss from edges and catchplate, otherwise complete. Embedded in a block of gritty soil mixed with corrosion products. Some of the fragments from edges held in place by this&nbsp;and were lost in cleaning. Has a roughened green patina, disrupted by areas of paler friable corrosion. The whole is extremely fragile. Treatment<SPAN>: Removed corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried air. Laquered - Incralac, 50% in toluene</SPAN> </SPAN>"
"BF",15831,"D","Roman 1 bag 2003"
"BF",15838,"D","Animal 40g 2003"
"BF",15834,"D","<SPAN>Nails, 30g 2004</SPAN>"
"BF",15837,"D","<SPAN>Animal bone, 69.40g 2004</SPAN>"
"SA",830,"D","<SPAN>Mortar sample of wall binding from link room wall. Exposed for minutes only, contaminated by wind-blown dust. Large stones (limestone, flint, chalk) removed.</SPAN>"
"BF",16241,"D","Roman 1 bag 2003"
"BF",16244,"D","Nails 25g 2003"
"BF",16251,"D","Roman 1 bag 2003"
"BF",16254,"D","Nails 10g 2003"
"BF",16258,"D","Animal bone 20g 2003"
"BF",16381,"D","1 bag"
"BF",16384,"D","1 bag"
"BF",16388,"D","1 bag"
"BF",16431,"D","1 bag from 1999"
"BF",16434,"D","1 bag from 1999"
"BF",16437,"D","1 bag from 1999"
"BF",16438,"D","from 1999"
"BF",16651,"D","1 bag from 1999"
"BF",16654,"D","1 bag"
"BF",16658,"D","1 bag from 1999"
"BF",16652,"D",
"BF",16901,"D","1 bag"
"BF",16904,"D","1 bag"
"BF",16907,"D","1 bag kept"
"BF",16902,"D",
"SF",1320,"D","<p>Samian base stamp (1999)</p><p><table style="
"BF",17321,"D","1 bag Roman 1 bag 2001"
"BF",17235,"D",
"BF",17236,"D",
"BF",17238,"D",
"BF",17324,"D","1 bag Nails 1 bag 2001"
"BF",17325,"D","1 bag"
"BF",17326,"D","37x mixed material tesserae, 1x from 1999, 36x from 2001, consisting of Dolomite Cementstone x33 (65.029g), Orange Burnt Rock Mudstone x1, Red Burnt Rock Mudstone x2, Ceramic Fabric 3 x1.<br /><span style="
"BF",17328,"D","1 bag Animal 1 bag 2001"
"BF",17322,"D",
"SF",1460,"D","<p>Shank fragment with pierced discoid terminal. Possibly a box or structures fitting</p><p>[N.Crummy 18/05/06]</p>"
"SF",1460,"C","<p>Deselected</p><p>[N.Crummy 18/05/06]</p>"
"BF",17331,"D","1 bag"
"BF",17334,"D","2 bags"
"BF",17337,"D","1 bag"
"BF",17332,"D",
"BF",17664,"D","1 bag from 1999"
"BF",17662,"D",
"BF",17841,"D","Roman 1 bag 2001"
"BF",17846,"D","1x Dolomite Cementstone tessera, 2g 2001<br /><span style="
"BF",17848,"D","Animal 1 bag 2001"
"BF",17871,"D","Roman 1 bag, 2000"
"BF",17872,"D",
"BF",17873,"D","1 bag, 2000"
"BF",17876,"D","Tesserae 1 bag, 2000"
"BF",17878,"D","1 bag, 2000"
"BF",17880,"D","1 bag, 2000"
"BF",17981,"D","1 bag"
"BF",17985,"D","1 bag"
"SF",1489,"D","<P><SPAN></SPAN>Small sheet fragment with irregular holes, some of which may be deliberately punched and some due to corrosion. Possibly from a strainer.</P>"
"SF",1489,"C","<SPAN>Deselected.</SPAN>"
"BF",18401,"D","Roman including Samian 1 bag 2001"
"BF",18404,"D","Nails 1 bag 2001"
"BF",18408,"D","Teeth 1 bag 2001"
"BF",19531,"D","Roman 1 bag, 2000"
"BF",19551,"D","Roman including Samian 1 bag 2001"
"BF",19554,"D","Nails 1 bag 2001"
"BF",19555,"D","1 bag 2001"
"BF",19558,"D","Animal including horn 1 bag 2001"
"SF",2355,"D","<p>Front- and back-plates of a narrow belt-plate wirh two rivet holes for attachment</p><p>[N.Crummy 18/05/06]</p>"
"SF",2355,"C","<SPAN>COLEM; C210617. Date in: 06-12-01. Date finished: 15-01-02. Condition: Surface obscured by layer of burial deposits mixed with powdery corrosion. Beneath, the surface has remains of a dark green irregular patina.&nbsp;This exists on one side only; the other being a paler green surface consisting of compacted corrosion products. This is not active, although the whole is embrittled. Treatment: Removed corrosion/&nbsp;burial deposits - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene. </SPAN>"
"SF",2382,"D","<P><SPAN></SPAN>Nail, most of shank missing</P>"
"SF",2382,"C","<P><SPAN>Deselected</SPAN></P>"
"BF",19561,"D","Roman including Samian 1 bag 2001"
"BF",19564,"D","Nails 1 bag 2001"
"BF",19565,"D","Roman 1 bag 2001"
"BF",19566,"D","1x Earthy Dolomite Cementstone tessera, 2g 2001<br /><span style="
"BF",19568,"D","Animal 1 bag 2001"
"BF",19608,"D","1 bag (251), 2000"
"BF",19701,"D","Roman 1 bag, 2000 1 bag,"
"BF",19703,"D","1 bag (shaped&#063;), 2000"
"BF",19708,"D","1 bag, 2000"
"BF",19710,"D","1 bag, 2000"
"BF",19711,"D","Roman inc Samian 1 bag, 2000"
"BF",19714,"D","1 bag, 2000"
"BF",19715,"D","Roman 1 bag, 2000"
"BF",19718,"D","1 bag, 2000"
"BF",19720,"D","1 bag, 2000"
"BF",19738,"D","1 bag <268> 2001"
"BF",19961,"D","Roman 1 bag 2001"
"BF",21521,"D","1 bag, 2000 1 bag, bl"
"BF",21524,"D","1 bag, 2000"
"BF",21526,"D","Tesserae 1 bag, 2000"
"BF",21528,"D","1 bag, 2000"
"SF",1711,"D","<P>Straight-sided, points missing</P>"
"SF",1711,"C","Deselected<br /><span style="
"BF",21571,"D","1 bag, 2000 Roman 1 bag 2001"
"BF",21574,"D","1 bag, 2000"
"BF",21578,"D","1 bag, 2000"
"SF",1830,"D","Fragment of brooch pin."
"BF",21641,"D","1 bag, 2000"
"BF",21645,"D","1 bag, 2000"
"BF",21648,"D","1 bag, 2000"
"BF",21671,"D","1 bag, 2000"
"BF",21674,"D","1 bag, 2000"
"BF",21677,"D","1 bag, 2000"
"BF",21733,"D","1 bag, 2000"
"BF",21751,"D","2 bags (389), 2000"
"BF",21754,"D","2 bags (389), 2000"
"BF",21758,"D","1 bag (389), 2000"
"BF",21834,"D","1 bag (296 - nail), 2000 1 bag (344 - slag), 2000"
"SF",1805,"D","<p>Spindle whorl, made from pierced pottery roundel (see Crummy 1983: 1997). </p><p>&nbsp;</p><p>Spindlewhorl made from Black Burnished ware base sherd with concentric grooves. Spindle hole worn.</p><p>[N.Crummy 18/05/06]</p>"
"SF",1805,"C","<p>Deselected </p><p>[N.Crummy 18/05/06]</p>"
"BF",21871,"D","1 bag, 2000"
"BF",21874,"D","1 bag, 2000"
"BF",21901,"D","1 bag, 2000"
"BF",21908,"D","1 bag, 2000"
"BF",24071,"D","Roman 1 bag, 2000"
"BF",24078,"D","1 bag, 2000"
"BF",24231,"D","Roman pottery, 75g 2006<br /><span style="
"BF",24232,"D","Discarded CBM 2006<br /><span style="
"BF",24238,"D","Animal bone, 2006<br /><span style="
"BF",24251,"D","Roman inc Samian 1 bag, 2000"
"BF",24254,"D","3 bags, 2000"
"BF",24258,"D","<SPAN></SPAN>Animal bone 1 bag, 2000.&nbsp; Animal bone 6.63g 2004."
"BF",25281,"D","Roman including Samian 1 bag 2001"
"BF",25284,"D","Nails 1 bag 2001"
"BF",25288,"D","Animal 1 bag 2001"
"bf",25331,"D","<p>Roman 1 bag 2001 </p><p>Roman pottery including Samian 5350g 2005<span class="
"bf",25334,"D","<p>Nails 1 bag, Other 1 bag &lt;478&gt; 2001 </p><p>Fe nails 2005</p>"
"SF",3295,"D","<SPAN>?Black glass gaming counter.&nbsp; Quite worn with the underside very rough.</SPAN>"
"SF",3740,"D","Circular iron ring, complete but fairly corroded. The ring has a bulbous protrusion on it. Circular in section. Very similar to SF3722"
"SF",3815,"D","Colchester B Brooch. Complete but in two pieces. Bow and half the spring and pin, and remainder of spring. Very good preservation. Crest running down to bow with the ridge running down the length of the bow and decorated with a zig-zag pattern. Ref: Crummy p.12 Fig. 6.52 (identical) [sig:S Williams 1/3/2006]  Colchester B Derivative brooch, complete, but spring mechanism in pieces and separate. Spring mechanism in different alloy to bow. Five incised zigzag on bow. [25/04/2006 N.Crummy]"
"SF",3815,"C","COLEM: C050950. Date in: 21-09-05. Date finished: 26-01-06. Condition: In good condition and complete, but fragmentation of the spring has detached the pin. All covered with thin hardened crust of compacted green corrosion and gritty soil.  Main body of brooch has a smooth mid-green patinated surface, more uneven upon underside. Pin has a darker bronze patina surface with some slight pitting.Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stablised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"SF",3827,"D","Iron hobnail. Quite corroded but complete. Head of hobnail quite flattened and bent. Shaft circular in section.  [sig:S Williams 1/3/2006]"
"SF",3829,"D","<SPAN>Stump of Y-shaped object, possibly casting waste.</SPAN> [sig:22/09/2005 NCRUMMY] Y-shaped copper alloy object. Quite heavy and well preserved. Top is slightly damaged, the arms of the 'Y' having broken off. Both sides slope down. Broken at base also. No actual decoration but several 'ripples' are visible, created during ?manufacture. [sig:S Williams 1/3/2006]"
"SF",3829,"C","<SPAN>Deselected.</SPAN>"
"SF",3975,"D","Very corroded iron fibula/brooch. Remains of spring at top of brooch, appears to be broken on one side. A possible fragment of the pin may be associated with the brooch. Found during finds processing - unstratified. [sig:Sandie Williams 21.3.2006]"
"BF",25338,"D","Animal bone including teeth 30g 2005<span class="
"SF",2079,"C","<SPAN>COLEM: C210575. Date in: 06-12-01. Date finished: 28-01-02. Condition: Overlain by thin layer of powdery corrosion and burial deposits, with some localised areas of hard bulky corrosion, particularly upon the ear scoop. Beneath, all the components have a mid-green patina, variously disrupted by slight losses and pitting. This has exposed a paler friable surface beneath, overlying an embritttled metal core. Extreme fragility caused the suspension loop to snap during cleaning. Treatment: Removed burial deposits / corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Air dried. Lacquered - Incralac, 50% in toluene. </SPAN>"
"SF",2079,"D","<p>Set composed of tweezers, nail-cleaner and ear-scoop. Tweezers: plain, flared blades. Nail-cleaner: plain, flared blade, square-cut top. Ear-scoo<span style="
"SF",2477,"D","<p>Complete, slightly bent; two horizontal lines inscribed either side of the eye. See Crummy, 1976. p.66. [sig:05/06/2003 SWILLIAMS] </p><p>&nbsp;</p><p>Spatulate-headed needle, shaft bent. Long rectangular eye with fine double grooves above and below it. [Possible interpretation - stylus]</p><p>[30/05/06 N.Crummy]</p>"
"SF",2477,"C","<SPAN>COLEM: C030241. Date in: 31-03-03. Date finished: 28-04-03.&nbsp;Condition; Good. Surface overlain by thin crust of powdery corrosion and soil. Has smooth pale turquoise patina beneath. Very small area of loss to corner of spatulate head. Treatment; Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum.. Rinsed - IMS. Dried - air. Laquered - Incralac, 50% in toluene.</SPAN>"
"BF",25426,"D","2x Dolomite Cementstone tesserae, 2.515g 2002<br /><span style="
"bf",25481,"D","Roman including Samian 1 bag 2001"
"BF",25484,"D","Nails 1 bag 2001"
"bf",25485,"D","Roman 1 bag 2001"
"bf",25488,"D","Animal 1 bag 2001"
"bf",25490,"D","Charcoal 1 bag 2001"
"BF",27524,"D","Nails 1 bag <488>, Other 1 bag <488> 2001"
"BF",27525,"D","1 bag <488> 2001"
"BF",27528,"D","Animal 1 bag <488> 2001"
"BF",27529,"D","Copper fragments 1 bag 2001"
"BF",27530,"D","Charcoal 1 bag <488> 2001"
"SF",2211,"D","<P><SPAN></SPAN>Two fragments of a bar that bifucates near one end; probably part of a flesh-hook.</P> <P>Length is combined measurement of both fragments. Width measurement&nbsp;includes hook.</P>"
"SF",2211,"C","<P><SPAN>X-ray no: CX663</SPAN></P> <P><SPAN>X-ray no: CX684</SPAN></P>"
"SF",2213,"D","Possibly a small fragment of glazed pottery."
"SF",2214,"C","<SPAN>COLEM: C210592. Date in: 06-12-01. Date finished: 18-01-02. Condition: Very fragile. Metal is split at one end and has small pin-sized hole towards the other end. Surface is covered with thin layer of powdery burial deposits with some areas of bulky, crystalline corrosion. The area around the split retains a mid-green patina but this is missing elsewhere, and a pitted core is exposed. Not actively corroding. Treatment: Removed burial deposits / corrosion - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene</SPAN>"
"SF",2214,"D","<p>Strip fragment, split at one end.</p><p>[N.Crummy 18/05/16]</p>"
"SF",2217,"D","<P><SPAN></SPAN>Short damaged fragment</P>"
"SF",2217,"C","<SPAN>X-ray no: CX672</SPAN>"
"SF",2219,"D","Glazed pot fragment - early Roman?"
"SF",3457,"D","<SPAN>Single nail associated with a timber beam slot.</SPAN>"
"BF",27578,"D","<SPAN>Animal Bone 12.30g 2004</SPAN>"
"BF",27591,"D","Roman including Samian 1 bag <517> 2001"
"BF",27593,"D","Tesserae 1 bag <517> 2001"
"BF",27594,"D","Nails 1 bag <517>, Slag 1 bag 2001"
"BF",27595,"D","Roman 1 bag 2001"
"BF",27598,"D","Animal including teeth 1 bag <534> 2001"
"BF",27600,"D","Charcoal 1 bag 2001"
"SF",2304,"D","<p>Small furniture nail with globular head</p><p>[N.Crummy 18/05/06]</p>"
"SF",2304,"C","<SPAN>COLEM: C210610. Date in: 06-12-01. Date finished: 26-01-02. Condition: Poor. Nail has remains of a compact surface overlying an exposed metallic core. This is overlain by a layer of pale powdery corrosion. The remains of the overlying layer has ingrained burial deposits and some powdery corrosion in the surface. This compacted layer is extremely fragile and most of it has been lost since excavation, the rest being found crumbled in the container with the object. Treatment: Removed burial deposits&nbsp;where possible&nbsp;- small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene. </SPAN>"
"BF",27601,"D","<p>Roman including Samian 1 bag 2003 [sig:29/10/2003 SWILLIAMS] </p><p>Roman pottery including Samian 450g 2005<span class="
"BF",27608,"D","<p>Animal Bone 10g 2003 [sig:29/10/2003 SWILLIAMS] </p><p>Animal Bone including teeth 140g 2005<span class="
"SA",1270,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1269,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"BF",27604,"D","Fe nails 2005<span class="
"BF",27610,"D","Charcoal 2005<span class="
"SF",2249,"D","Earring of Allason-Jones's Type 9. Complete. [11/04/2006 N.Crummy]"
"SF",2249,"C","<SPAN>COLEM: C210600. Date in: 06-12-01. Date finished: 15-01-02. Condition: Object has mixture of powdery corrosion and burial deposits ingrained in surface. This consists of dark brown patina which has suffered some slight losses. This has exposed areas of a rough metallic surface. No active corrosion but the patinated layer is fragile. Treatment: Removed&nbsp; corrosion/burial deposits where possible&nbsp;&nbsp;- small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. &nbsp;Air dried. Lacquered - Incralac, 50% in toluene. </SPAN>"
"BF",27631,"D","<p>Roman 1 bag 2003 [sig:29/10/2003 SWILLIAMS] </p><p>Roman pottery 450g 2005<span class="
"BF",27634,"D","<p>Nails 10g 2003 [sig:29/10/2003 SWILLIAMS] </p><p>Fe nails 2005<span class="
"SF",4089,"D","Fragment of Nauheim Derivative brooch. Top of narrow plain bow and part of the spring only. [6/04/2006 N.Crummy]"
"SF",4089,"C","COLEM: C050982. Date in: ---08-05. Date finished: 16-01-06. Condition: Incomplete. Encrusted with thick layer of grey/green amorphous corrosion and soil. Surface beneath has remains of a dark patina but is rough and has suffered various areas of surface loss and pitting. This has exposed paler friable corrosion in the core, some possibly active. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"SA",1272,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",1271,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SF",4082,"D","Unidentifiable lump of iron covered in stones and earth. Slight presence of a green matter on a slightly visible ?nail - may be copper alloy staining.  Sandie Williams 13.2.2006  Stout iron shank driven into stone. Possibly part of a large nail, or perhaps of a bolt, or well-hook, or a similar structural fitting. [25/04/2006 N.Crummy]"
"SF",4082,"C","X-ray no: CX1084"
"SF",4062,"D","Small annular bead of translucent green glass, with paler streaks showing the junction of the ends of the piece of glass used to make it. [11/04/2006 N.Crummy]"
"BF",27635,"D","Roman glass 2005<span class="
"BF",27638,"D","Animal bone 140g 2005<span class="
"BF",27661,"D","Roman 1 bag <518> 2001"
"BF",27663,"D","Flat Brick (scored) 1 bag <518> 2001"
"BF",27664,"D","Nails 1 bag, Other 1 bag <518> 2001"
"BF",27670,"D","Charcoal 1 bag <518> 2001"
"BF",27671,"D","Roman including Samian 1 bag 2001"
"BF",27674,"D","Nails 1 bag 2001"
"BF",27680,"D","Charcoal 1 bag 2001"
"BF",27683,"D","1 bag <508> 2001"
"BF",27684,"D","Other 1 bag <506> 2001"
"BF",27686,"D","6x pale grey medium-grained Mesozoic quartz sandstone tesserae, 12g 2001<br /><span style="
"BF",27690,"D","Charcoal 1 bag <508> 2001"
"SF",2348,"D","Base of a grey-ware ?jar with the junction between wall and base trimmed to a fairly consistent height.  The use of pottery counters is far from certain, particularly when they are, like this one, much larger than bone or glass board-game counters. Various ideas have been put forward (Crummy 1983, 93-4):  a) tally counters - a relief from Trier supports this idea as it shows a man moving discs on a tray, interpreted as counters on a reckoning board (MacGregor 1978, 33; Chardron-Picault 2004, figs 15-16); b) mats for hot pots (very large and thick ones made from tile or dolium sherds are ideal for this purpose); c) lids for narrow-mouthed jars - a few examples have been found in situ (H. Major, pers. comm); d) counters for a game comparable to merrels played on 'boards' scratched in the earth; e) a set with the pieces graded in diameter found in Colchester has been identified as a child's stacking toy (Colchester Archaeologist 11, 34); f) work in France has noted that they are often concentrated on sanctuary sites and in urban workshop zones, raising the possibility that they were produced as a secondary product by artisans who sold them to worshippers for use as votive offerings (Tuffreau-Libre 1994, 128-37; Chardron-Picault 2004, 335-7); g) some, of course, were pierced and used as spindlewhorls - Roman sherds were often selected for this purpose in the Migration Period; roughly-shaped counters may therefore be unfinished spindlewhorls.  Given the diversity in size and finish of the counters, and the diversity in their archaeological context and associations, it seems most likely that different sizes, with different degrees of finish, were used in different ways. Their inclusion under the Keyword 'Recreation' is therefore a matter of convenience, rather than accurate identification of function. [N Crummy, 11/03/06]  References P. Chardron-Picault, 'Les rondelles en terre cuite mises au jour dans le quartier artisanal du 'Lycee Militaire' a Augustodunum (Autun, Saone-et-Loire)' in Societe Francaise d'Etude de la Ceramique Antique en Gaule, Actes du Congres de Vallauris 20-23 mai 2004, 329-340 Colchester Archaeologist - magazine of The Colchester Archaeological Trust N. Crummy 1983, The Roman small finds from excavations in Colchester 1971-9, Colchester Archaeological Report 2 A. MacGregor 1978, Roman finds from Skeldersgate and Bishophill, The Archaeology of York 17/2 M. Tuffreau-Libre 1994, 'La ceramique dans les sanctuaires gallo-romains', in Les sanctuaires de tradition indigene en Gaule romaine, Actes du colloque d'Argentomagus de 1992"
